Entity,Code,Year,Gas - Proved reserves
Denmark,DNK,2008,57177614420.65239
Denmark,DNK,2009,66500246524.81079
Denmark,DNK,2010,54031450301.40877
Denmark,DNK,2011,44736467301.84555
Denmark,DNK,2012,39572577923.5363
Denmark,DNK,2013,37985589355.23033
Denmark,DNK,2014,36433681845.66498
Denmark,DNK,2015,17744148150.086403
Denmark,DNK,2016,13568027876.317501
Denmark,DNK,2017,28196103870.868683
Denmark,DNK,2018,29189525172.114372
Denmark,DNK,2019,29640901833.77266
Denmark,DNK,2020,28027957305.312157
Egypt,EGY,1980,80849997699.26071
Egypt,EGY,1981,79887501895.4277
Egypt,EGY,1982,195387497544.28864
Egypt,EGY,1983,192499995231.62842
Egypt,EGY,1984,226187497377.39563
Egypt,EGY,1985,245437502861.02295
Egypt,EGY,1986,279125005006.79016
Egypt,EGY,1987,295487493276.59607
Egypt,EGY,1988,316662490367.8894
Egypt,EGY,1989,337837487459.18274
Egypt,EGY,1990,364787489175.7965
Egypt,EGY,1991,381150007247.9248
Egypt,EGY,1992,419649988412.85706
Egypt,EGY,1993,572687506675.7202
Egypt,EGY,1994,607337474822.998
Egypt,EGY,1995,620812475681.3049
Egypt,EGY,1996,817162513732.9102
Egypt,EGY,1997,892237484455.1086
Egypt,EGY,1998,981750011444.0918
Egypt,EGY,1999,1177137494087.2192
Egypt,EGY,2000,1379262447357.1777
Egypt,EGY,2001,1498612523078.9185
Egypt,EGY,2002,1594862461090.088
Egypt,EGY,2003,1660120010375.9766
Egypt,EGY,2004,1799875020980.835
Egypt,EGY,2005,1823937535285.9497
Egypt,EGY,2006,1910562515258.789
Egypt,EGY,2007,1992375016212.4634
Egypt,EGY,2008,2069375038146.9727
Egypt,EGY,2009,2107875108718.872
Egypt,EGY,2010,2127125024795.5322
Egypt,EGY,2011,2107875108718.872
Egypt,EGY,2012,2103062391281.128
Egypt,EGY,2013,2103062391281.128
Egypt,EGY,2014,2104024887084.961
Egypt,EGY,2015,2007775068283.081
Egypt,EGY,2016,2137712478637.6953
Egypt,EGY,2017,2137712478637.6953
Egypt,EGY,2018,2137712478637.6953
Egypt,EGY,2019,2137712478637.6953
Egypt,EGY,2020,2137712478637.6953
Europe,,1980,24748950958251.953
Europe,,1981,25864072799682.617
Europe,,1982,26372655868530.273
Europe,,1983,27259502410888.67
Europe,,1984,28151311874389.65
Europe,,1985,29846017837524.414
Europe,,1986,30423389434814.453
Europe,,1987,31611591339111.33
Europe,,1988,32514430999755.86
Europe,,1989,38536422729492.19
Europe,,1990,40395172119140.625
Europe,,1991,38975727081298.83
Europe,,1992,39896503448486.33
Europe,,1993,39806732177734.375
Europe,,1994,39548740386962.89
Europe,,1995,38720710754394.53
Europe,,1996,38520683288574.22
Europe,,1997,39075439453125
Europe,,1998,38796733856201.17
Europe,,1999,38456817626953.125
Europe,,2000,38526062011718.75
Europe,,2001,39498790740966.8
Europe,,2002,39850437164306.64
Europe,,2003,39842056274414.06
Europe,,2004,39493785858154.3
Europe,,2005,39456413269042.97
Europe,,2006,39212829589843.75
Europe,,2007,39179782867431.64
Europe,,2008,38978744506835.94
Europe,,2009,38842178344726.56
Europe,,2010,38785293579101.56
Europe,,2011,39061634063720.7
Europe,,2012,39440631866455.08
Europe,,2013,39594928741455.08
Europe,,2014,39427177429199.22
Europe,,2015,39184703826904.3
Europe,,2016,38822086334228.516
Europe,,2017,41791229248046.875
Europe,,2018,41054378509521.484
Europe,,2019,40833698272705.08
Europe,,2020,40560340881347.66
Europe (BP),,1980,4279654979705.8105
Europe (BP),,1981,4115446090698.242
Europe (BP),,1982,3984364509582.5195
Europe (BP),,1983,4231544017791.748
Europe (BP),,1984,4163854598999.0234
Europe (BP),,1985,4259397029876.709
Europe (BP),,1986,4197105407714.8438
Europe (BP),,1987,4937539100646.973
Europe (BP),,1988,5328646183013.916
Europe (BP),,1989,5273818492889.404
Europe (BP),,1990,5514212131500.244
Europe (BP),,1991,5065175056457.52
Europe (BP),,1992,5166606903076.172
Europe (BP),,1993,5072721004486.084
Europe (BP),,1994,5039326667785.645
Europe (BP),,1995,5016020774841.309
Europe (BP),,1996,5095356464385.986
Europe (BP),,1997,5507996559143.066
Europe (BP),,1998,5432687282562.256
Europe (BP),,1999,5506968021392.822
Europe (BP),,2000,5370347976684.57
Europe (BP),,2001,6137210369110.107
Europe (BP),,2002,5939884662628.174
Europe (BP),,2003,6068750381469.727
Europe (BP),,2004,5857720375061.035
Europe (BP),,2005,5683103561401.367
Europe (BP),,2006,5439519882202.148
Europe (BP),,2007,5269230842590.332
Europe (BP),,2008,4999568462371.826
Europe (BP),,2009,4794381141662.598
Europe (BP),,2010,4668877124786.377
Europe (BP),,2011,4602109432220.459
Europe (BP),,2012,4800558567047.119
Europe (BP),,2013,4650931835174.561
Europe (BP),,2014,4378115177154.541
Europe (BP),,2015,4227303028106.6895
Europe (BP),,2016,3988833904266.3574
Europe (BP),,2017,3902994871139.5264
Europe (BP),,2018,3413389205932.617
Europe (BP),,2019,3276960372924.8047
Europe (BP),,2020,3168814897537.2314
European Union (27),,1980,3095064878463.745
European Union (27),,1981,3008161067962.6465
European Union (27),,1982,2925327062606.8115
European Union (27),,1983,3012496471405.0293
European Union (27),,1984,2960879564285.2783
European Union (27),,1985,2968312740325.9277
European Union (27),,1986,3012551307678.2227
European Union (27),,1987,2950215816497.8027
European Union (27),,1988,2915436029434.204
European Union (27),,1989,2891843557357.788
European Union (27),,1990,3199313163757.324
European Union (27),,1991,3162403106689.453
European Union (27),,1992,3083437919616.699
European Union (27),,1993,2997807025909.424
European Union (27),,1994,2942145347595.215
European Union (27),,1995,2870562314987.1826
European Union (27),,1996,2800631523132.324
European Union (27),,1997,2774029970169.0674
European Union (27),,1998,2673970460891.7236
European Union (27),,1999,2661786556243.8965
European Union (27),,2000,2547517538070.6787
European Union (27),,2001,2470954895019.5312
European Union (27),,2002,2369964361190.796
European Union (27),,2003,2232823371887.207
European Union (27),,2004,2148767232894.8975
European Union (27),,2005,2058080434799.1943
European Union (27),,2006,1940355539321.8994
European Union (27),,2007,1826926112174.9878
European Union (27),,2008,1722497105598.4497
European Union (27),,2009,1737208008766.1743
European Union (27),,2010,1636052131652.832
European Union (27),,2011,1549301147460.9375
European Union (27),,2012,1293976902961.731
European Union (27),,2013,1215818881988.5254
European Union (27),,2014,1104247570037.8418
European Union (27),,2015,1086750507354.7363
European Union (27),,2016,984070360660.553
European Union (27),,2017,946823000907.898
European Union (27),,2018,505122900009.1553
European Union (27),,2019,446495980024.33777
European Union (27),,2020,441848367452.62146
Germany,DEU,1980,258374989032.74536
Germany,DEU,1981,241799995303.154
Germany,DEU,1982,234974995255.47028
Germany,DEU,1983,312000006437.30164
Germany,DEU,1984,298350006341.9342
Germany,DEU,1985,288599997758.86536
Germany,DEU,1986,372449994087.21924
Germany,DEU,1987,366600006818.77136
Germany,DEU,1988,353924989700.3174
Germany,DEU,1989,342224985361.09924
Germany,DEU,1990,211575001478.1952
Germany,DEU,1991,190125003457.0694
Germany,DEU,1992,193049997091.29333
Germany,DEU,1993,193049997091.29333
Germany,DEU,1994,216450005769.7296
Germany,DEU,1995,211166828870.77332
Germany,DEU,1996,215426683425.90332
Germany,DEU,1997,201296612620.3537
Germany,DEU,1998,200602903962.1353
Germany,DEU,1999,237416177988.05237
Germany,DEU,2000,232052892446.51794
Germany,DEU,2001,223763525485.99243
Germany,DEU,2002,211366415023.8037
Germany,DEU,2003,190704554319.3817
Germany,DEU,2004,176900669932.36542
Germany,DEU,2005,164327710866.9281
Germany,DEU,2006,143226236104.9652
Germany,DEU,2007,130389511585.2356
Germany,DEU,2008,110958576202.39258
Germany,DEU,2009,86428113281.72684
Germany,DEU,2010,76668679714.20288
Germany,DEU,2011,69898627698.42148
Germany,DEU,2012,62425188720.22629
Germany,DEU,2013,54951749742.0311
Germany,DEU,2014,45016475021.83914
Germany,DEU,2015,40796179324.388504
Germany,DEU,2016,37015497684.47876
Germany,DEU,2017,32619360834.360123
Germany,DEU,2018,26640608906.74591
Germany,DEU,2019,21804854273.79608
Germany,DEU,2020,19659537822.008133
High-income countries,,1980,22013578414916.992
High-income countries,,1981,22569463729858.4
High-income countries,,1982,23453468322753.906
High-income countries,,1983,24173444747924.805
High-income countries,,1984,25368240356445.312
High-income countries,,1985,25567285537719.727
High-income countries,,1986,28352060317993.164
High-income countries,,1987,29567218780517.58
High-income countries,,1988,30519420623779.297
High-income countries,,1989,30628864288330.08
High-income countries,,1990,30716768264770.508
High-income countries,,1991,32138565063476.562
High-income countries,,1992,32561130523681.64
High-income countries,,1993,32378269195556.64
High-income countries,,1994,33430610656738.28
High-income countries,,1995,34557262420654.297
High-income countries,,1996,35139030456542.97
High-income countries,,1997,35262531280517.58
High-income countries,,1998,38063732147216.8
High-income countries,,1999,38735862731933.59
High-income countries,,2000,42655803680419.92
High-income countries,,2001,56008117675781.25
High-income countries,,2002,55975078582763.67
High-income countries,,2003,55633769989013.67
High-income countries,,2004,55504398345947.266
High-income countries,,2005,54519676208496.09
High-income countries,,2006,56287643432617.19
High-income countries,,2007,56884109497070.31
High-income countries,,2008,57923503875732.42
High-income countries,,2009,58345767974853.516
High-income countries,,2010,59329040527343.75
High-income countries,,2011,60036563873291.016
High-income countries,,2012,59017120361328.125
High-income countries,,2013,59775421142578.125
High-income countries,,2014,59818122863769.53
High-income countries,,2015,58110710144042.97
High-income countries,,2016,57988262176513.67
High-income countries,,2017,58773155212402.34
High-income countries,,2018,59284255981445.31
High-income countries,,2019,59125034332275.39
High-income countries,,2020,59420711517333.984
India,IND,1980,334425002336.5021
India,IND,1981,400725007057.18994
India,IND,1982,409500002861.02295
India,IND,1983,450450003147.12524
India,IND,1984,466049998998.64197
India,IND,1985,467999994754.79126
India,IND,1986,527474999427.7954
India,IND,1987,538200020790.1001
India,IND,1988,584999978542.3279
India,IND,1989,668850004673.0042
India,IND,1990,682500004768.3716
India,IND,1991,711749970912.9333
India,IND,1992,716624975204.4678
India,IND,1993,700049996376.0376
India,IND,1994,684449970722.1985
India,IND,1995,650755882263.1836
India,IND,1996,617260873317.7185
India,IND,1997,666300237178.8025
India,IND,1998,649456501007.0801
India,IND,1999,623661518096.9238
India,IND,2000,731317102909.0881
India,IND,2001,734339356422.4243
India,IND,2002,722558379173.2788
India,IND,2003,821974992752.0752
India,IND,2004,888387501239.7766
India,IND,2005,1073475003242.4927
India,IND,2006,1048125028610.2295
India,IND,2007,1015437483787.5366
India,IND,2008,1049124956130.9814
India,IND,2009,1073437690734.8633
India,IND,2010,1105498671531.6772
India,IND,2011,1230132699012.7563
India,IND,2012,1280356049537.6587
India,IND,2013,1303956508636.4746
India,IND,2014,1373630881309.5093
India,IND,2015,1204944133758.545
India,IND,2016,1181372523307.8003
India,IND,2017,1241331458091.7358
India,IND,2018,1289336085319.519
India,IND,2019,1328866124153.1372
India,IND,2020,1320443153381.3477
Indonesia,IDN,1980,834330022335.0525
Indonesia,IDN,1981,876625061035.1562
Indonesia,IDN,1982,974399983882.904
Indonesia,IDN,1983,1207139492034.912
Indonesia,IDN,1984,1724505305290.2222
Indonesia,IDN,1985,2011933088302.6123
Indonesia,IDN,1986,2298974990844.7266
Indonesia,IDN,1987,2402504920959.4727
Indonesia,IDN,1988,2599009037017.8223
Indonesia,IDN,1989,2590990543365.4785
Indonesia,IDN,1990,2906553983688.3545
Indonesia,IDN,1991,1867599964141.8457
Indonesia,IDN,1992,1847300052642.8223
Indonesia,IDN,1993,1847300052642.8223
Indonesia,IDN,1994,1847300052642.8223
Indonesia,IDN,1995,1979249954223.6328
Indonesia,IDN,1996,2080749988555.9082
Indonesia,IDN,1997,2184279918670.6543
Indonesia,IDN,1998,2213715076446.533
Indonesia,IDN,1999,2659300088882.4463
Indonesia,IDN,2000,2722229957580.5664
Indonesia,IDN,2001,2642045021057.129
Indonesia,IDN,2002,2595355033874.5117
Indonesia,IDN,2003,2595355033874.5117
Indonesia,IDN,2004,2810534954071.045
Indonesia,IDN,2005,2515170097351.074
Indonesia,IDN,2006,2671479940414.4287
Indonesia,IDN,2007,3046897411346.4355
Indonesia,IDN,2008,3232568025588.9893
Indonesia,IDN,2009,3115589857101.4404
Indonesia,IDN,2010,3009533166885.376
Indonesia,IDN,2011,3009533166885.376
Indonesia,IDN,2012,2970444679260.254
Indonesia,IDN,2013,2918422460556.0303
Indonesia,IDN,2014,2881633043289.1846
Indonesia,IDN,2015,2816389560699.463
Indonesia,IDN,2016,2909224987030.0293
Indonesia,IDN,2017,2884794712066.6504
Indonesia,IDN,2018,2760918378829.956
Indonesia,IDN,2019,1429548382759.0942
Indonesia,IDN,2020,1252271652221.6797
Iran,IRN,1980,13318394660949.707
Iran,IRN,1981,13303282737731.934
Iran,IRN,1982,13288170814514.16
Iran,IRN,1983,13265502929687.5
Iran,IRN,1984,13238112449645.996
Iran,IRN,1985,13209776878356.934
Iran,IRN,1986,13180497169494.629
Iran,IRN,1987,13149329185485.84
Iran,IRN,1988,13411899566650.39
Iran,IRN,1989,16056499481201.172
Iran,IRN,1990,16059333801269.531
Iran,IRN,1991,18701099395751.953
Iran,IRN,1992,19551149368286.133
Iran,IRN,1993,19551149368286.133
Iran,IRN,1994,19611597061157.227
Iran,IRN,1995,18276075363159.18
Iran,IRN,1996,21723499298095.703
Iran,IRN,1997,21723499298095.703
Iran,IRN,1998,22762449264526.367
Iran,IRN,1999,24375000000000
Iran,IRN,2000,25350000381469.727
Iran,IRN,2001,25447500228881.836
Iran,IRN,2002,26022750854492.188
Iran,IRN,2003,26880750656127.93
Iran,IRN,2004,26812500000000
Iran,IRN,2005,26049310684204.1
Iran,IRN,2006,25359825134277.344
Iran,IRN,2007,26568784713745.117
Iran,IRN,2008,27966644287109.375
Iran,IRN,2009,27966644287109.375
Iran,IRN,2010,32262748718261.72
Iran,IRN,2011,32779499053955.08
Iran,IRN,2012,31905210494995.117
Iran,IRN,2013,32131889343261.72
Iran,IRN,2014,32131889343261.72
Iran,IRN,2015,31640750885009.766
Iran,IRN,2016,31849720001220.703
Iran,IRN,2017,31933544158935.547
Iran,IRN,2018,32017368316650.39
Iran,IRN,2019,32101379394531.25
Iran,IRN,2020,32101379394531.25
Iraq,IRQ,1980,738529980182.6477
Iraq,IRQ,1981,734492480754.8523
Iraq,IRQ,1982,774848520755.7678
Iraq,IRQ,1983,780139982700.3479
Iraq,IRQ,1984,777100026607.5134
Iraq,IRQ,1985,780139982700.3479
Iraq,IRQ,1986,780130505561.8286
Iraq,IRQ,1987,949999988079.071
Iraq,IRQ,1988,2555500030517.578
Iraq,IRQ,1989,2959249973297.119
Iraq,IRQ,1990,2951649904251.0986
Iraq,IRQ,1991,2944999933242.798
Iraq,IRQ,1992,2944999933242.798
Iraq,IRQ,1993,2944999933242.798
Iraq,IRQ,1994,2959249973297.119
Iraq,IRQ,1995,3191999912261.963
Iraq,IRQ,1996,3191999912261.963
Iraq,IRQ,1997,3028599977493.286
Iraq,IRQ,1998,3028599977493.286
Iraq,IRQ,1999,3120749950408.9355
Iraq,IRQ,2000,2953550100326.538
Iraq,IRQ,2001,2953550100326.538
Iraq,IRQ,2002,3030499935150.1465
Iraq,IRQ,2003,3011499881744.385
Iraq,IRQ,2004,3011499881744.385
Iraq,IRQ,2005,3011499881744.385
Iraq,IRQ,2006,3011499881744.385
Iraq,IRQ,2007,3011499881744.385
Iraq,IRQ,2008,3011499881744.385
Iraq,IRQ,2009,3011499881744.385
Iraq,IRQ,2010,3000099897384.6436
Iraq,IRQ,2011,3000099897384.6436
Iraq,IRQ,2012,3000099897384.6436
Iraq,IRQ,2013,3000099897384.6436
Iraq,IRQ,2014,3000099897384.6436
Iraq,IRQ,2015,3000099897384.6436
Iraq,IRQ,2016,3628905057907.1045
Iraq,IRQ,2017,3556914091110.2295
Iraq,IRQ,2018,3542882442474.365
Iraq,IRQ,2019,3528525829315.1855
Iraq,IRQ,2020,3528525829315.1855
Israel,ISR,1980,2924999920.6513166
Israel,ISR,1981,1949999947.1008778
Israel,ISR,1982,974999973.5504389
Israel,ISR,1983,974999973.5504389
Israel,ISR,1984,974999973.5504389
Israel,ISR,1985,974999973.5504389
Israel,ISR,1986,974999973.5504389
Israel,ISR,1987,974999973.5504389
Israel,ISR,1988,974999973.5504389
Israel,ISR,1989,974999973.5504389
Israel,ISR,1990,974999973.5504389
Israel,ISR,1991,974999973.5504389
Israel,ISR,1992,974999973.5504389
Israel,ISR,1993,974999973.5504389
Israel,ISR,1994,974999973.5504389
Israel,ISR,1995,974999973.5504389
Israel,ISR,1996,974999973.5504389
Israel,ISR,1997,974999973.5504389
Israel,ISR,1998,974999973.5504389
Israel,ISR,1999,1949999947.1008778
Israel,ISR,2000,43875001370.90683
Israel,ISR,2001,43875001370.90683
Israel,ISR,2002,43875001370.90683
Israel,ISR,2003,45825000852.34642
Israel,ISR,2004,45825000852.34642
Israel,ISR,2005,43875001370.90683
Israel,ISR,2006,43875001370.90683
Israel,ISR,2007,42899999767.541885
Israel,ISR,2008,42899999767.541885
Israel,ISR,2009,87750002741.81366
Israel,ISR,2010,196950003504.7531
Israel,ISR,2011,196950003504.7531
Israel,ISR,2012,196950003504.7531
Israel,ISR,2013,187193274497.98584
Israel,ISR,2014,182436034083.3664
Israel,ISR,2015,173978731036.18622
Israel,ISR,2016,165948942303.65753
Israel,ISR,2017,455690443515.7776
Israel,ISR,2018,412363052368.16406
Israel,ISR,2019,566705048084.259
Israel,ISR,2020,588557720184.3262
Italy,ITA,1980,153515994548.7976
Italy,ITA,1981,171746030449.86725
Italy,ITA,1982,172705501317.9779
Italy,ITA,1983,226436093449.5926
Italy,ITA,1984,239868745207.78656
Italy,ITA,1985,249463498592.3767
Italy,ITA,1986,254260867834.0912
Italy,ITA,1987,287842512130.7373
Italy,ITA,1988,313748329877.8534
Italy,ITA,1989,315667271614.0747
Italy,ITA,1990,308950960636.1389
Italy,ITA,1991,353086799383.16345
Italy,ITA,1992,288801968097.68677
Italy,ITA,1993,280166685581.2073
Italy,ITA,1994,285923540592.1936
Italy,ITA,1995,284964084625.24414
Italy,ITA,1996,266734063625.3357
Italy,ITA,1997,262896150350.57068
Italy,ITA,1998,254260867834.0912
Italy,ITA,1999,202800005674.36218
Italy,ITA,2000,194024994969.36798
Italy,ITA,2001,178424999117.85126
Italy,ITA,2002,167699992656.70776
Italy,ITA,2003,131624996662.1399
Italy,ITA,2004,119582250714.30206
Italy,ITA,2005,111910283565.52124
Italy,ITA,2006,90331695973.87314
Italy,ITA,2007,80404967069.62585
Italy,ITA,2008,66530220210.552216
Italy,ITA,2009,60554236173.62976
Italy,ITA,2010,62881194055.080414
Italy,ITA,2011,59379801154.13666
Italy,ITA,2012,56602314114.57062
Italy,ITA,2013,53533356636.76262
Italy,ITA,2014,51161631941.79535
Italy,ITA,2015,46788703650.23613
Italy,ITA,2016,36303583532.57179
Italy,ITA,2017,42561508715.15274
Italy,ITA,2018,46176247298.7175
Italy,ITA,2019,43600689619.77959
Italy,ITA,2020,42397681623.69728
Kazakhstan,KAZ,1997,1713232159614.563
Kazakhstan,KAZ,1998,1713232159614.563
Kazakhstan,KAZ,1999,1713232159614.563
Kazakhstan,KAZ,2000,1713232159614.563
Kazakhstan,KAZ,2001,1713232159614.563
Kazakhstan,KAZ,2002,1713232159614.563
Kazakhstan,KAZ,2003,1713232159614.563
Kazakhstan,KAZ,2004,1713232159614.563
Kazakhstan,KAZ,2005,1713232159614.563
Kazakhstan,KAZ,2006,1713232159614.563
Kazakhstan,KAZ,2007,1713232159614.563
Kazakhstan,KAZ,2008,1713232159614.563
Kazakhstan,KAZ,2009,1713232159614.563
Kazakhstan,KAZ,2010,1713232159614.563
Kazakhstan,KAZ,2011,1713232159614.563
Kazakhstan,KAZ,2012,1713232159614.563
Kazakhstan,KAZ,2013,1713232159614.563
Kazakhstan,KAZ,2014,1713232159614.563
Kazakhstan,KAZ,2015,1713232159614.563
Kazakhstan,KAZ,2016,2257115364074.707
Kazakhstan,KAZ,2017,2257115364074.707
Kazakhstan,KAZ,2018,2257115364074.707
Kazakhstan,KAZ,2019,2257115364074.707
Kazakhstan,KAZ,2020,2257115364074.707
Kuwait,KWT,1980,1001299977302.5513
Kuwait,KWT,1981,993700027465.8203
Kuwait,KWT,1982,987999975681.3049
Kuwait,KWT,1983,984200000762.9395
Kuwait,KWT,1984,985909998416.9006
Kuwait,KWT,1985,984674990177.1545
Kuwait,KWT,1986,1108649969100.9521
Kuwait,KWT,1987,1144749999046.3257
Kuwait,KWT,1988,1309100031852.7222
Kuwait,KWT,1989,1330000042915.3442
Kuwait,KWT,1990,1442100048065.1855
Kuwait,KWT,1991,1435449957847.5952
Kuwait,KWT,1992,1420250058174.1333
Kuwait,KWT,1993,1417400002479.5532
Kuwait,KWT,1994,1424319028854.37
Kuwait,KWT,1995,1419299960136.4136
Kuwait,KWT,1996,1414549946784.9731
Kuwait,KWT,1997,1415500044822.6929
Kuwait,KWT,1998,1407899975776.6724
Kuwait,KWT,1999,1407899975776.6724
Kuwait,KWT,2000,1479150056838.9893
Kuwait,KWT,2001,1479150056838.9893
Kuwait,KWT,2002,1479150056838.9893
Kuwait,KWT,2003,1493399977684.021
Kuwait,KWT,2004,1493399977684.021
Kuwait,KWT,2005,1532699942588.8062
Kuwait,KWT,2006,1735499978065.4907
Kuwait,KWT,2007,1694800019264.2212
Kuwait,KWT,2008,1694800019264.2212
Kuwait,KWT,2009,1694800019264.2212
Kuwait,KWT,2010,1694800019264.2212
Kuwait,KWT,2011,1694800019264.2212
Kuwait,KWT,2012,1694800019264.2212
Kuwait,KWT,2013,1694800019264.2212
Kuwait,KWT,2014,1694800019264.2212
Kuwait,KWT,2015,1694800019264.2212
Kuwait,KWT,2016,1694800019264.2212
Kuwait,KWT,2017,1694800019264.2212
Kuwait,KWT,2018,1694800019264.2212
Kuwait,KWT,2019,1694800019264.2212
Kuwait,KWT,2020,1694800019264.2212
Libya,LBY,1980,650749981403.3508
Libya,LBY,1981,631749987602.2339
Libya,LBY,1982,620350003242.4927
Libya,LBY,1983,607999980449.6765
Libya,LBY,1984,596599996089.9353
Libya,LBY,1985,594699978828.4302
Libya,LBY,1986,691600024700.1648
Libya,LBY,1987,690649986267.0898
Libya,LBY,1988,785650014877.3193
Libya,LBY,1989,1157099962234.497
Libya,LBY,1990,1147600054740.9058
Libya,LBY,1991,1243549942970.276
Libya,LBY,1992,1234050035476.6846
Libya,LBY,1993,1224550008773.8037
Libya,LBY,1994,1244500041007.9956
Libya,LBY,1995,1247349977493.2861
Libya,LBY,1996,1245450019836.4258
Libya,LBY,1997,1248299956321.7163
Libya,LBY,1998,1249250054359.436
Libya,LBY,1999,1249250054359.436
Libya,LBY,2000,1248299956321.7163
Libya,LBY,2001,1248299956321.7163
Libya,LBY,2002,1427850008010.8643
Libya,LBY,2003,1416450023651.123
Libya,LBY,2004,1416450023651.123
Libya,LBY,2005,1416450023651.123
Libya,LBY,2006,1348999977111.8164
Libya,LBY,2007,1463000059127.8076
Libya,LBY,2008,1463000059127.8076
Libya,LBY,2009,1471549987792.9688
Libya,LBY,2010,1420250058174.1333
Libya,LBY,2011,1469650030136.1084
Libya,LBY,2012,1471549987792.9688
Libya,LBY,2013,1430699944496.1548
Libya,LBY,2014,1429654955863.9526
Libya,LBY,2015,1429654479026.7944
Libya,LBY,2016,1429654479026.7944
Libya,LBY,2017,1429654479026.7944
Libya,LBY,2018,1429654479026.7944
Libya,LBY,2019,1429654479026.7944
Libya,LBY,2020,1429654479026.7944
Low-income countries,,1980,87750002741.81366
Low-income countries,,1981,87750002741.81366
Low-income countries,,1982,100424997508.52585
Low-income countries,,1983,101400002837.18109
Low-income countries,,1984,101400002837.18109
Low-income countries,,1985,120899997651.577
Low-income countries,,1986,155024990439.41498
Low-income countries,,1987,232050001621.24634
Low-income countries,,1988,262274980545.04395
Low-income countries,,1989,346125006675.7202
Low-income countries,,1990,416325002908.70667
Low-income countries,,1991,519683659076.6907
Low-income countries,,1992,519683659076.6907
Low-income countries,,1993,546008646488.1897
Low-income countries,,1994,553808689117.4316
Low-income countries,,1995,553808689117.4316
Low-income countries,,1996,553808689117.4316
Low-income countries,,1997,556733667850.4944
Low-income countries,,1998,556733667850.4944
Low-income countries,,1999,559658646583.5571
Low-income countries,,2000,559658646583.5571
Low-income countries,,2001,559658646583.5571
Low-income countries,,2002,568433642387.3901
Low-income countries,,2003,607433676719.6655
Low-income countries,,2004,607433676719.6655
Low-income countries,,2005,602558672428.1311
Low-income countries,,2006,597683668136.5967
Low-income countries,,2007,592808663845.0623
Low-income countries,,2008,587933659553.5278
Low-income countries,,2009,592324376106.2622
Low-income countries,,2010,584504842758.1787
Low-income countries,,2011,581987977027.8931
Low-income countries,,2012,563214302062.9883
Low-income countries,,2013,559532046318.0542
Low-income countries,,2014,538140237331.3904
Low-income countries,,2015,535549998283.3862
Low-income countries,,2016,535047650337.21924
Low-income countries,,2017,534746229648.5901
Low-income countries,,2018,534645795822.14355
Low-income countries,,2019,534545302391.05225
Low-income countries,,2020,534443497657.7759
Lower-middle-income countries,,1980,20033504486083.984
Lower-middle-income countries,,1981,20213771820068.36
Lower-middle-income countries,,1982,20625200271606.445
Lower-middle-income countries,,1983,20790920257568.36
Lower-middle-income countries,,1984,21286039352416.992
Lower-middle-income countries,,1985,21465463638305.664
Lower-middle-income countries,,1986,22806413650512.695
Lower-middle-income countries,,1987,22867938995361.33
Lower-middle-income countries,,1988,23435588836669.92
Lower-middle-income countries,,1989,26901090621948.242
Lower-middle-income countries,,1990,27353561401367.188
Lower-middle-income countries,,1991,29922088623046.875
Lower-middle-income countries,,1992,30833408355712.89
Lower-middle-income countries,,1993,30943052291870.117
Lower-middle-income countries,,1994,30124580383300.78
Lower-middle-income countries,,1995,29565425872802.734
Lower-middle-income countries,,1996,33335529327392.58
Lower-middle-income countries,,1997,35518936157226.56
Lower-middle-income countries,,1998,36812431335449.22
Lower-middle-income countries,,1999,39533836364746.09
Lower-middle-income countries,,2000,41571479797363.28
Lower-middle-income countries,,2001,42367603302001.95
Lower-middle-income countries,,2002,43507560729980.47
Lower-middle-income countries,,2003,44757297515869.14
Lower-middle-income countries,,2004,45245117187500
Lower-middle-income countries,,2005,44420230865478.516
Lower-middle-income countries,,2006,43971649169921.875
Lower-middle-income countries,,2007,45901451110839.84
Lower-middle-income countries,,2008,47467342376708.984
Lower-middle-income countries,,2009,47644432067871.09
Lower-middle-income countries,,2010,51542980194091.8
Lower-middle-income countries,,2011,52152202606201.17
Lower-middle-income countries,,2012,51651069641113.28
Lower-middle-income countries,,2013,51955654144287.11
Lower-middle-income countries,,2014,52127120971679.69
Lower-middle-income countries,,2015,51075267791748.05
Lower-middle-income countries,,2016,51683532714843.75
Lower-middle-income countries,,2017,51857154846191.41
Lower-middle-income countries,,2018,51873111724853.516
Lower-middle-income countries,,2019,50728740692138.67
Lower-middle-income countries,,2020,48449687957763.67
Malaysia,MYS,1980,557819545269.0125
Malaysia,MYS,1981,620472729206.0852
Malaysia,MYS,1982,644708931446.0754
Malaysia,MYS,1983,626531779766.0828
Malaysia,MYS,1984,674230694770.813
Malaysia,MYS,1985,682739138603.2104
Malaysia,MYS,1986,672039091587.0667
Malaysia,MYS,1987,664948701858.5205
Malaysia,MYS,1988,659663140773.7732
Malaysia,MYS,1989,733918786048.8892
Malaysia,MYS,1990,761248946189.8804
Malaysia,MYS,1991,874050498008.728
Malaysia,MYS,1992,990074872970.581
Malaysia,MYS,1993,1040352106094.3604
Malaysia,MYS,1994,1091918468475.3418
Malaysia,MYS,1995,1033906340599.06
Malaysia,MYS,1996,1028749704360.9619
Malaysia,MYS,1997,1121569156646.7285
Malaysia,MYS,1998,1106099247932.434
