Entity,Code,Year,Oil - Proved reserves
Ecuador,ECU,1990,791918814.1822815
Ecuador,ECU,1991,890791773.7960815
Ecuador,ECU,1992,1893312454.2236328
Ecuador,ECU,1993,2138624906.539917
Ecuador,ECU,1994,2040102481.842041
Ecuador,ECU,1995,1978219270.7061768
Ecuador,ECU,1996,2017780065.536499
Ecuador,ECU,1997,2146922826.7669678
Ecuador,ECU,1998,2397027015.686035
Ecuador,ECU,1999,2587527036.66687
Ecuador,ECU,2000,2668168067.932129
Ecuador,ECU,2001,3422921895.980835
Ecuador,ECU,2002,3731338977.8137207
Ecuador,ECU,2003,3725910186.767578
Ecuador,ECU,2004,3656085491.18042
Ecuador,ECU,2005,2639534711.8377686
Ecuador,ECU,2006,2445528507.232666
Ecuador,ECU,2007,2510391950.6073
Ecuador,ECU,2008,2499289274.2156982
Ecuador,ECU,2009,2662908792.4957275
Ecuador,ECU,2010,2067450284.9578857
Ecuador,ECU,2011,2009014844.8944092
Ecuador,ECU,2012,1942398309.7076416
Ecuador,ECU,2013,2056931972.503662
Ecuador,ECU,2014,1772935152.053833
Ecuador,ECU,2015,1806243419.6472168
Ecuador,ECU,2016,1703750252.7236938
Ecuador,ECU,2017,1632307648.6587524
Ecuador,ECU,2018,1302547097.2061157
Ecuador,ECU,2019,1302547097.2061157
Ecuador,ECU,2020,1302547097.2061157
Egypt,EGY,1980,2916450023.651123
Egypt,EGY,1981,3530299901.9622803
Egypt,EGY,1982,3699625015.258789
Egypt,EGY,1983,3958599090.576172
Egypt,EGY,1984,4025599956.512451
Egypt,EGY,1985,3799999952.316284
Egypt,EGY,1986,4500000000
Egypt,EGY,1987,4684999942.779541
Egypt,EGY,1988,4270500183.1054688
Egypt,EGY,1989,4300000190.734863
Egypt,EGY,1990,3459000110.6262207
Egypt,EGY,1991,3535300016.4031982
Egypt,EGY,1992,3434999942.779541
Egypt,EGY,1993,3424999952.316284
Egypt,EGY,1994,3940999984.741211
Egypt,EGY,1995,3803999900.817871
Egypt,EGY,1996,3843499898.9105225
Egypt,EGY,1997,3719000101.0894775
Egypt,EGY,1998,3756700038.909912
Egypt,EGY,1999,3766999959.9456787
Egypt,EGY,2000,3626899957.6568604
Egypt,EGY,2001,3667999982.8338623
Egypt,EGY,2002,3525000095.3674316
Egypt,EGY,2003,3525000095.3674316
Egypt,EGY,2004,3619999885.559082
Egypt,EGY,2005,3720000028.6102295
Egypt,EGY,2006,3720000028.6102295
Egypt,EGY,2007,4070000171.661377
Egypt,EGY,2008,4199999809.2651367
Egypt,EGY,2009,4400000095.367432
Egypt,EGY,2010,4500000000
Egypt,EGY,2011,4300000190.734863
Egypt,EGY,2012,4199999809.2651367
Egypt,EGY,2013,3900000095.3674316
Egypt,EGY,2014,3680999994.277954
Egypt,EGY,2015,3473000049.5910645
Egypt,EGY,2016,3384000062.942505
Egypt,EGY,2017,3325000047.683716
Egypt,EGY,2018,3197000026.702881
Egypt,EGY,2019,3145999908.4472656
Egypt,EGY,2020,3145999908.4472656
Equatorial Guinea,GNQ,1991,300000011.92092896
Equatorial Guinea,GNQ,1992,300000011.92092896
Equatorial Guinea,GNQ,1993,300000011.92092896
Equatorial Guinea,GNQ,1994,300000011.92092896
Equatorial Guinea,GNQ,1995,555000007.1525574
Equatorial Guinea,GNQ,1996,555000007.1525574
Equatorial Guinea,GNQ,1997,555000007.1525574
Equatorial Guinea,GNQ,1998,555000007.1525574
Equatorial Guinea,GNQ,1999,555000007.1525574
Equatorial Guinea,GNQ,2000,800000011.920929
Equatorial Guinea,GNQ,2001,1110000014.3051147
Equatorial Guinea,GNQ,2002,1095000028.6102295
Equatorial Guinea,GNQ,2003,1279999971.3897705
Equatorial Guinea,GNQ,2004,1764999985.6948853
Equatorial Guinea,GNQ,2005,1804999947.5479126
Equatorial Guinea,GNQ,2006,1754999995.2316284
Equatorial Guinea,GNQ,2007,1705000042.9153442
Equatorial Guinea,GNQ,2008,1705000042.9153442
Equatorial Guinea,GNQ,2009,1705000042.9153442
Equatorial Guinea,GNQ,2010,1705000042.9153442
Equatorial Guinea,GNQ,2011,1705000042.9153442
Equatorial Guinea,GNQ,2012,1705000042.9153442
Equatorial Guinea,GNQ,2013,1705000042.9153442
Equatorial Guinea,GNQ,2014,1100000023.841858
Equatorial Guinea,GNQ,2015,1100000023.841858
Equatorial Guinea,GNQ,2016,1100000023.841858
Equatorial Guinea,GNQ,2017,1100000023.841858
Equatorial Guinea,GNQ,2018,1100000023.841858
Equatorial Guinea,GNQ,2019,1100000023.841858
Equatorial Guinea,GNQ,2020,1100000023.841858
Europe,,1980,83578475952.14844
Europe,,1981,78768623352.05078
Europe,,1982,78329864501.95312
Europe,,1983,79410598754.88281
Europe,,1984,78761528015.13672
Europe,,1985,79301574707.03125
Europe,,1986,77509033203.125
Europe,,1987,75343910217.28516
Europe,,1988,76245933532.71484
Europe,,1989,75379920959.47266
Europe,,1990,75910331726.07422
Europe,,1991,134433334350.58594
Europe,,1992,135305969238.28125
Europe,,1993,133672424316.40625
Europe,,1994,133629882812.5
Europe,,1995,133619491577.14844
Europe,,1996,134979888916.01562
Europe,,1997,134793411254.88281
Europe,,1998,134488250732.42188
Europe,,1999,132845184326.17188
Europe,,2000,133155609130.85938
Europe,,2001,132471923828.125
Europe,,2002,128902145385.74219
Europe,,2003,126561599731.44531
Europe,,2004,123430450439.45312
Europe,,2005,122102653503.41797
Europe,,2006,120167289733.88672
Europe,,2007,121921531677.2461
Europe,,2008,120545463562.01172
Europe,,2009,119563224792.48047
Europe,,2010,119427947998.04688
Europe,,2011,119603019714.35547
Europe,,2012,119739868164.0625
Europe,,2013,118717742919.92188
Europe,,2014,116055816650.39062
Europe,,2015,116296539306.64062
Europe,,2016,119431686401.36719
Europe,,2017,120208190917.96875
Europe,,2018,121745407104.49219
Europe,,2019,121999969482.42188
Europe,,2020,121433197021.48438
Europe (BP),,1980,16578474044.799805
Europe (BP),,1981,15768626213.07373
Europe (BP),,1982,15329862594.604492
Europe (BP),,1983,16410602569.580078
Europe (BP),,1984,15761531829.833984
Europe (BP),,1985,16301576614.379883
Europe (BP),,1986,16509035110.473633
Europe (BP),,1987,16343906402.58789
Europe (BP),,1988,17245933532.714844
Europe (BP),,1989,16879922866.82129
Europe (BP),,1990,17510330200.195312
Europe (BP),,1991,18284076690.67383
Europe (BP),,1992,19156707763.671875
Europe (BP),,1993,18595737457.27539
Europe (BP),,1994,18553201675.41504
Europe (BP),,1995,20012254714.96582
Europe (BP),,1996,21372663497.924805
Europe (BP),,1997,21681419372.558594
Europe (BP),,1998,21376258850.097656
Europe (BP),,1999,20733156204.223633
Europe (BP),,2000,21043582916.259766
Europe (BP),,2001,21176753997.802734
Europe (BP),,2002,19224887847.90039
Europe (BP),,2003,18794900894.16504
Europe (BP),,2004,17966775894.16504
Europe (BP),,2005,17697839736.938477
Europe (BP),,2006,16133563995.361328
Europe (BP),,2007,15494500160.217285
Europe (BP),,2008,14179297447.20459
Europe (BP),,2009,13999276161.193848
Europe (BP),,2010,13627594947.814941
Europe (BP),,2011,13893566131.591797
Europe (BP),,2012,14248286247.253418
Europe (BP),,2013,13701323509.216309
Europe (BP),,2014,12891921043.395996
Europe (BP),,2015,13921343803.405762
Europe (BP),,2016,13148796081.542969
Europe (BP),,2017,13616649627.685547
Europe (BP),,2018,14524626731.872559
Europe (BP),,2019,14195734024.047852
Europe (BP),,2020,13628963470.458984
European Union (27),,1980,3342482566.833496
European Union (27),,1981,3121481895.4467773
European Union (27),,1982,3201138734.817505
European Union (27),,1983,3790829896.92688
European Union (27),,1984,4027302742.0043945
European Union (27),,1985,4004815578.4606934
European Union (27),,1986,3950529575.3479004
European Union (27),,1987,3820621967.315674
European Union (27),,1988,3977865219.116211
European Union (27),,1989,3879687309.2651367
European Union (27),,1990,4241456508.6364746
European Union (27),,1991,4316793918.609619
European Union (27),,1992,3948657512.664795
European Union (27),,1993,3605070352.5543213
European Union (27),,1994,3678959846.496582
European Union (27),,1995,3788863897.3236084
European Union (27),,1996,3729146242.1417236
European Union (27),,1997,3513798713.684082
European Union (27),,1998,3602600097.65625
European Union (27),,1999,3802530765.5334473
European Union (27),,2000,3929137468.3380127
European Union (27),,2001,4047782421.1120605
European Union (27),,2002,3325219392.7764893
European Union (27),,2003,3363050937.652588
European Union (27),,2004,3264733791.3513184
European Union (27),,2005,3152451992.034912
European Union (27),,2006,3019117355.3466797
European Union (27),,2007,2967641115.1885986
European Union (27),,2008,2639999389.6484375
European Union (27),,2009,3211737394.3328857
European Union (27),,2010,3193530321.121216
European Union (27),,2011,3076360940.9332275
European Union (27),,2012,2915674209.5947266
European Union (27),,2013,2815301895.1416016
European Union (27),,2014,2748131513.595581
European Union (27),,2015,2566615343.093872
European Union (27),,2016,2357648611.0687256
European Union (27),,2017,2375600814.819336
European Union (27),,2018,2381176710.128784
European Union (27),,2019,2359712362.2894287
European Union (27),,2020,2424385070.8007812
Gabon,GAB,1980,470925003.2901764
Gabon,GAB,1981,463488012.55226135
Gabon,GAB,1982,481784999.37057495
Gabon,GAB,1983,547299981.1172485
Gabon,GAB,1984,623000025.7492065
Gabon,GAB,1985,657000005.2452087
Gabon,GAB,1986,646000027.6565552
Gabon,GAB,1987,959999978.5423279
Gabon,GAB,1988,930000007.1525574
Gabon,GAB,1989,958599984.6458435
Gabon,GAB,1990,860000014.3051147
Gabon,GAB,1991,875999987.1253967
Gabon,GAB,1992,768400013.4468079
Gabon,GAB,1993,662000000.4768372
Gabon,GAB,1994,1399999976.158142
Gabon,GAB,1995,1470000028.6102295
Gabon,GAB,1996,2799999952.316284
Gabon,GAB,1997,2672300100.326538
Gabon,GAB,1998,2565000057.220459
Gabon,GAB,1999,2565000057.220459
Gabon,GAB,2000,2420000076.2939453
Gabon,GAB,2001,2400000095.3674316
Gabon,GAB,2002,2369999885.559082
Gabon,GAB,2003,2285000085.8306885
Gabon,GAB,2004,2190000057.220459
Gabon,GAB,2005,2145999908.4472656
Gabon,GAB,2006,2150000095.3674316
Gabon,GAB,2007,2000000000
Gabon,GAB,2008,2000000000
Gabon,GAB,2009,2000000000
Gabon,GAB,2010,2000000000
Gabon,GAB,2011,2000000000
Gabon,GAB,2012,2000000000
Gabon,GAB,2013,2000000000
Gabon,GAB,2014,2000000000
Gabon,GAB,2015,2000000000
Gabon,GAB,2016,2000000000
Gabon,GAB,2017,2000000000
Gabon,GAB,2018,2000000000
Gabon,GAB,2019,2000000000
Gabon,GAB,2020,2000000000
High-income countries,,1980,365705352783.2031
High-income countries,,1981,368086212158.2031
High-income countries,,1982,364235839843.75
High-income countries,,1983,368267181396.4844
High-income countries,,1984,398579010009.7656
High-income countries,,1985,399934387207.03125
High-income countries,,1986,463939727783.2031
High-income countries,,1987,465444702148.4375
High-income countries,,1988,551568420410.1562
High-income countries,,1989,558147827148.4375
High-income countries,,1990,555829284667.9688
High-income countries,,1991,554487670898.4375
High-income countries,,1992,555094970703.125
High-income countries,,1993,554270324707.0312
High-income countries,,1994,563444702148.4375
High-income countries,,1995,565672180175.7812
High-income countries,,1996,567445556640.625
High-income countries,,1997,577669006347.6562
High-income countries,,1998,577959533691.4062
High-income countries,,1999,711492736816.4062
High-income countries,,2000,716501770019.5312
High-income countries,,2001,716237670898.4375
High-income countries,,2002,725001953125
High-income countries,,2003,723274658203.125
High-income countries,,2004,726249694824.2188
High-income countries,,2005,727880249023.4375
High-income countries,,2006,724619567871.0938
High-income countries,,2007,724204162597.6562
High-income countries,,2008,718492797851.5625
High-income countries,,2009,718534606933.5938
High-income countries,,2010,720687316894.5312
High-income countries,,2011,725223449707.0312
High-income countries,,2012,731509948730.4688
High-income countries,,2013,733868286132.8125
High-income countries,,2014,738768554687.5
High-income countries,,2015,731677917480.4688
High-income countries,,2016,731247985839.8438
High-income countries,,2017,774070983886.7188
High-income countries,,2018,783306274414.0625
High-income countries,,2019,781112731933.5938
High-income countries,,2020,779455444335.9375
India,IND,1980,2756958961.4868164
India,IND,1981,3482399940.4907227
India,IND,1982,3504699945.449829
India,IND,1983,3619999885.559082
India,IND,1984,3759999990.463257
India,IND,1985,3761310338.973999
India,IND,1986,4635000228.881836
India,IND,1987,4415599822.998047
India,IND,1988,4463500022.888184
India,IND,1989,4345399856.567383
India,IND,1990,5563164234.161377
India,IND,1991,6125599861.14502
India,IND,1992,5909999847.412109
India,IND,1993,5860000133.514404
India,IND,1994,5807300090.789795
India,IND,1995,5509776115.41748
India,IND,1996,5486960411.071777
India,IND,1997,5625437259.674072
India,IND,1998,5394266128.540039
India,IND,1999,4972209453.582764
India,IND,2000,5289900302.886963
India,IND,2001,5513465881.347656
India,IND,2002,5576341629.02832
India,IND,2003,5731158256.530762
India,IND,2004,5565272331.237793
India,IND,2005,5918881416.320801
India,IND,2006,5692679882.049561
India,IND,2007,5459249973.297119
India,IND,2008,5798099994.659424
India,IND,2009,5822873592.376709
India,IND,2010,5833189964.294434
India,IND,2011,5703523159.0271
India,IND,2012,5719712734.222412
India,IND,2013,5711030483.24585
India,IND,2014,5743409633.636475
India,IND,2015,4786067962.646484
India,IND,2016,4678238391.876221
India,IND,2017,4548865318.29834
India,IND,2018,4476577281.951904
India,IND,2019,4660614490.509033
India,IND,2020,4543292045.593262
Indonesia,IDN,1980,11602999687.194824
Indonesia,IDN,1981,11017999649.047852
Indonesia,IDN,1982,10534000396.728516
Indonesia,IDN,1983,10079999923.706055
Indonesia,IDN,1984,9611000061.035156
Indonesia,IDN,1985,9180000305.175781
Indonesia,IDN,1986,9000000000
Indonesia,IDN,1987,9000000000
Indonesia,IDN,1988,9000000000
Indonesia,IDN,1989,5113999843.597412
Indonesia,IDN,1990,5414999961.853027
Indonesia,IDN,1991,5908999919.891357
Indonesia,IDN,1992,5598000049.591064
Indonesia,IDN,1993,5166999816.894531
Indonesia,IDN,1994,4980000019.073486
Indonesia,IDN,1995,4980000019.073486
Indonesia,IDN,1996,4730000019.073486
Indonesia,IDN,1997,4869999885.559082
Indonesia,IDN,1998,5099999904.632568
Indonesia,IDN,1999,5199999809.265137
Indonesia,IDN,2000,5119999885.559082
Indonesia,IDN,2001,5099999904.632568
Indonesia,IDN,2002,4719999790.19165
Indonesia,IDN,2003,4730000019.073486
Indonesia,IDN,2004,4300000190.734863
Indonesia,IDN,2005,4190000057.220459
Indonesia,IDN,2006,4369999885.559082
Indonesia,IDN,2007,3988739967.3461914
Indonesia,IDN,2008,3747499942.779541
Indonesia,IDN,2009,4302999973.297119
Indonesia,IDN,2010,4230000019.0734863
Indonesia,IDN,2011,3741329908.3709717
Indonesia,IDN,2012,3741329908.3709717
Indonesia,IDN,2013,3692500114.440918
Indonesia,IDN,2014,3624500036.239624
Indonesia,IDN,2015,3602530002.593994
Indonesia,IDN,2016,3306900024.4140625
Indonesia,IDN,2017,3170900106.4300537
Indonesia,IDN,2018,3154299974.4415283
Indonesia,IDN,2019,2483969926.8341064
Indonesia,IDN,2020,2440000057.220459
Iran,IRN,1980,58296001434.32617
Iran,IRN,1981,57020000457.76367
Iran,IRN,1982,56147998809.81445
Iran,IRN,1983,55256999969.48242
Iran,IRN,1984,58874000549.31641
Iran,IRN,1985,59000000000
Iran,IRN,1986,92860000610.35156
Iran,IRN,1987,92860000610.35156
Iran,IRN,1988,92860000610.35156
Iran,IRN,1989,92860000610.35156
Iran,IRN,1990,92849998474.1211
Iran,IRN,1991,92860000610.35156
Iran,IRN,1992,92860000610.35156
Iran,IRN,1993,92860000610.35156
Iran,IRN,1994,94300003051.75781
Iran,IRN,1995,93699996948.24219
Iran,IRN,1996,92599998474.1211
Iran,IRN,1997,92599998474.1211
Iran,IRN,1998,93699996948.24219
Iran,IRN,1999,93099998474.1211
Iran,IRN,2000,99529998779.29688
Iran,IRN,2001,99080001831.05469
Iran,IRN,2002,130690002441.40625
Iran,IRN,2003,133250000000
Iran,IRN,2004,132740005493.16406
Iran,IRN,2005,137490005493.16406
Iran,IRN,2006,138399993896.48438
Iran,IRN,2007,136149993896.48438
Iran,IRN,2008,137619995117.1875
Iran,IRN,2009,137009994506.83594
Iran,IRN,2010,151169998168.9453
Iran,IRN,2011,154580001831.0547
Iran,IRN,2012,157300003051.7578
Iran,IRN,2013,157800003051.7578
Iran,IRN,2014,157529998779.29688
Iran,IRN,2015,158399993896.48438
Iran,IRN,2016,157199996948.2422
Iran,IRN,2017,155600006103.51562
Iran,IRN,2018,155600006103.51562
Iran,IRN,2019,157800003051.7578
Iran,IRN,2020,157800003051.7578
Iraq,IRQ,1980,30000000000
Iraq,IRQ,1981,32000000000
Iraq,IRQ,1982,59000000000
Iraq,IRQ,1983,65000000000
Iraq,IRQ,1984,65000000000
Iraq,IRQ,1985,65000000000
Iraq,IRQ,1986,72000000000
Iraq,IRQ,1987,100000000000
Iraq,IRQ,1988,100000000000
Iraq,IRQ,1989,100000000000
Iraq,IRQ,1990,100000000000
Iraq,IRQ,1991,100000000000
Iraq,IRQ,1992,100000000000
Iraq,IRQ,1993,100000000000
Iraq,IRQ,1994,100000000000
Iraq,IRQ,1995,100000000000
Iraq,IRQ,1996,112000000000
Iraq,IRQ,1997,112500000000
Iraq,IRQ,1998,112500000000
Iraq,IRQ,1999,112500000000
Iraq,IRQ,2000,112500000000
Iraq,IRQ,2001,115000000000
Iraq,IRQ,2002,115000000000
Iraq,IRQ,2003,115000000000
Iraq,IRQ,2004,115000000000
Iraq,IRQ,2005,115000000000
Iraq,IRQ,2006,115000000000
Iraq,IRQ,2007,115000000000
Iraq,IRQ,2008,115000000000
Iraq,IRQ,2009,115000000000
Iraq,IRQ,2010,115000000000
Iraq,IRQ,2011,143100006103.51562
Iraq,IRQ,2012,140300003051.7578
Iraq,IRQ,2013,144210998535.15625
Iraq,IRQ,2014,143069000244.14062
Iraq,IRQ,2015,142503005981.4453
Iraq,IRQ,2016,148766006469.72656
Iraq,IRQ,2017,147223007202.14844
Iraq,IRQ,2018,145018997192.3828
Iraq,IRQ,2019,145018997192.3828
Iraq,IRQ,2020,145018997192.3828
Italy,ITA,1980,378450006.2465668
Italy,ITA,1981,378450006.2465668
Italy,ITA,1982,416294991.97006226
Italy,ITA,1983,431432992.2199249
Italy,ITA,1984,620657980.4420471
Italy,ITA,1985,635796010.4942322
Italy,ITA,1986,643365025.5203247
Italy,ITA,1987,681209981.4414978
Italy,ITA,1988,802313983.4403992
Italy,ITA,1989,764469027.5192261
Italy,ITA,1990,764469027.5192261
Italy,ITA,1991,825021028.5186768
Italy,ITA,1992,643365025.5203247
Italy,ITA,1993,643365025.5203247
Italy,ITA,1994,756900012.4931335
Italy,ITA,1995,772037982.9406738
Italy,ITA,1996,756900012.4931335
Italy,ITA,1997,643365025.5203247
Italy,ITA,1998,635796010.4942322
Italy,ITA,1999,635796010.4942322
Italy,ITA,2000,597950994.9684143
Italy,ITA,2001,567674994.468689
Italy,ITA,2002,554096221.9238281
Italy,ITA,2003,505109667.77801514
Italy,ITA,2004,462700545.7878113
Italy,ITA,2005,459680497.6463318
Italy,ITA,2006,450484186.41090393
Italy,ITA,2007,456478834.1522217
Italy,ITA,2008,469520211.2197876
Italy,ITA,2009,527998328.20892334
Italy,ITA,2010,579755127.4299622
Italy,ITA,2011,577681243.4196472
Italy,ITA,2012,621149957.1800232
Italy,ITA,2013,603438496.5896606
Italy,ITA,2014,641904175.2815247
Italy,ITA,2015,616956770.4200745
Italy,ITA,2016,540570437.9081726
Italy,ITA,2017,592228829.8606873
Italy,ITA,2018,573972404.0031433
Italy,ITA,2019,551810383.7966919
Italy,ITA,2020,604074299.3354797
Kazakhstan,KAZ,1991,5186999797.821045
Kazakhstan,KAZ,1992,5186999797.821045
Kazakhstan,KAZ,1993,5186999797.821045
Kazakhstan,KAZ,1994,5317999839.782715
Kazakhstan,KAZ,1995,5317999839.782715
Kazakhstan,KAZ,1996,5317999839.782715
Kazakhstan,KAZ,1997,5317999839.782715
Kazakhstan,KAZ,1998,5400000095.367432
Kazakhstan,KAZ,1999,5400000095.367432
Kazakhstan,KAZ,2000,5400000095.367432
Kazakhstan,KAZ,2001,5400000095.367432
Kazakhstan,KAZ,2002,5400000095.367432
Kazakhstan,KAZ,2003,9000000000
Kazakhstan,KAZ,2004,9000000000
Kazakhstan,KAZ,2005,9000000000
Kazakhstan,KAZ,2006,9000000000
Kazakhstan,KAZ,2007,30000000000
Kazakhstan,KAZ,2008,30000000000
Kazakhstan,KAZ,2009,30000000000
Kazakhstan,KAZ,2010,30000000000
Kazakhstan,KAZ,2011,30000000000
Kazakhstan,KAZ,2012,30000000000
Kazakhstan,KAZ,2013,30000000000
Kazakhstan,KAZ,2014,30000000000
Kazakhstan,KAZ,2015,30000000000
Kazakhstan,KAZ,2016,30000000000
Kazakhstan,KAZ,2017,30000000000
Kazakhstan,KAZ,2018,30000000000
Kazakhstan,KAZ,2019,30000000000
Kazakhstan,KAZ,2020,30000000000
Kuwait,KWT,1980,67930000305.17578
Kuwait,KWT,1981,67730003356.93359
Kuwait,KWT,1982,67150001525.87891
Kuwait,KWT,1983,67000000000
Kuwait,KWT,1984,92709999084.47266
Kuwait,KWT,1985,92463996887.20703
Kuwait,KWT,1986,94522003173.82812
Kuwait,KWT,1987,94525001525.8789
Kuwait,KWT,1988,94525001525.8789
Kuwait,KWT,1989,97125000000
Kuwait,KWT,1990,97025001525.8789
Kuwait,KWT,1991,96500000000
Kuwait,KWT,1992,96500000000
Kuwait,KWT,1993,96500000000
Kuwait,KWT,1994,96500000000
Kuwait,KWT,1995,96500000000
Kuwait,KWT,1996,96500000000
Kuwait,KWT,1997,96500000000
Kuwait,KWT,1998,96500000000
Kuwait,KWT,1999,96500000000
Kuwait,KWT,2000,96500000000
Kuwait,KWT,2001,96500000000
Kuwait,KWT,2002,96500000000
Kuwait,KWT,2003,99000000000
Kuwait,KWT,2004,101500000000
Kuwait,KWT,2005,101500000000
Kuwait,KWT,2006,101500000000
Kuwait,KWT,2007,101500000000
Kuwait,KWT,2008,101500000000
Kuwait,KWT,2009,101500000000
Kuwait,KWT,2010,101500000000
Kuwait,KWT,2011,101500000000
Kuwait,KWT,2012,101500000000
Kuwait,KWT,2013,101500000000
Kuwait,KWT,2014,101500000000
Kuwait,KWT,2015,101500000000
Kuwait,KWT,2016,101500000000
Kuwait,KWT,2017,101500000000
Kuwait,KWT,2018,101500000000
Kuwait,KWT,2019,101500000000
Kuwait,KWT,2020,101500000000
Libya,LBY,1980,20329999923.706055
Libya,LBY,1981,22600000381.469727
Libya,LBY,1982,22186000823.97461
Libya,LBY,1983,21784000396.728516
Libya,LBY,1984,21424999237.060547
Libya,LBY,1985,21299999237.060547
Libya,LBY,1986,22799999237.060547
Libya,LBY,1987,22799999237.060547
Libya,LBY,1988,22799999237.060547
Libya,LBY,1989,22799999237.060547
Libya,LBY,1990,22799999237.060547
Libya,LBY,1991,22799999237.060547
Libya,LBY,1992,22799999237.060547
Libya,LBY,1993,22799999237.060547
Libya,LBY,1994,22799999237.060547
Libya,LBY,1995,29500000000
Libya,LBY,1996,29500000000
Libya,LBY,1997,29500000000
Libya,LBY,1998,29500000000
Libya,LBY,1999,29500000000
Libya,LBY,2000,36000000000
Libya,LBY,2001,36000000000
Libya,LBY,2002,36000000000
Libya,LBY,2003,39125999450.68359
Libya,LBY,2004,39125999450.68359
Libya,LBY,2005,41464000701.9043
Libya,LBY,2006,41464000701.9043
Libya,LBY,2007,43662998199.46289
Libya,LBY,2008,44270999908.447266
Libya,LBY,2009,46422000885.009766
Libya,LBY,2010,47097000122.07031
Libya,LBY,2011,48013999938.96484
Libya,LBY,2012,48472000122.07031
Libya,LBY,2013,48362998962.40234
Libya,LBY,2014,48362998962.40234
Libya,LBY,2015,48362998962.40234
Libya,LBY,2016,48362998962.40234
Libya,LBY,2017,48362998962.40234
Libya,LBY,2018,48362998962.40234
Libya,LBY,2019,48362998962.40234
Libya,LBY,2020,48362998962.40234
Low-income countries,,1980,1452028036.1175537
Low-income countries,,1981,2089999914.1693115
Low-income countries,,1982,2150000095.3674316
Low-income countries,,1983,1759999990.4632568
Low-income countries,,1984,1697499990.4632568
Low-income countries,,1985,2339999914.1693115
Low-income countries,,1986,2420000076.2939453
Low-income countries,,1987,3069999933.242798
Low-income countries,,1988,4099999904.6325684
Low-income countries,,1989,4300000190.734863
Low-income countries,,1990,4179999828.338623
Low-income countries,,1991,5309999942.779541
Low-income countries,,1992,5309999942.779541
Low-income countries,,1993,5236000061.035156
Low-income countries,,1994,4935999870.300293
Low-income countries,,1995,4844399929.046631
Low-income countries,,1996,4736000061.035156
Low-income countries,,1997,4436100006.103516
Low-income countries,,1998,4412099838.256836
Low-income countries,,1999,4412099838.256836
Low-income countries,,2000,5887100219.7265625
Low-income countries,,2001,6188000202.178955
Low-income countries,,2002,6598000049.591064
Low-income countries,,2003,6707999706.268311
Low-income countries,,2004,7621999740.600586
Low-income countries,,2005,7983700275.421143
Low-income countries,,2006,12279999732.971191
Low-income countries,,2007,11670000076.293945
Low-income countries,,2008,11670000076.293945
Low-income countries,,2009,12000000000
Low-income countries,,2010,12000000000
Low-income countries,,2011,12000000000
Low-income countries,,2012,12000000000
Low-income countries,,2013,12000000000
Low-income countries,,2014,12000000000
Low-income countries,,2015,12000000000
Low-income countries,,2016,12000000000
Low-income countries,,2017,12000000000
Low-income countries,,2018,12000000000
Low-income countries,,2019,12000000000
Low-income countries,,2020,12000000000
Lower-middle-income countries,,1980,104733444213.86719
Lower-middle-income countries,,1981,103963142395.01953
Lower-middle-income countries,,1982,104739448547.36328
Lower-middle-income countries,,1983,103654380798.33984
Lower-middle-income countries,,1984,106681030273.4375
Lower-middle-income countries,,1985,105715309143.0664
Lower-middle-income countries,,1986,139733306884.76562
Lower-middle-income countries,,1987,139946502685.54688
Lower-middle-income countries,,1988,140385101318.35938
Lower-middle-income countries,,1989,136548904418.94531
Lower-middle-income countries,,1990,137906005859.375
Lower-middle-income countries,,1991,140680892944.33594
Lower-middle-income countries,,1992,141132705688.47656
Lower-middle-income countries,,1993,141281997680.66406
Lower-middle-income countries,,1994,145614898681.64062
Lower-middle-income countries,,1995,144678817749.02344
Lower-middle-income countries,,1996,145407653808.59375
Lower-middle-income countries,,1997,146511734008.78906
Lower-middle-income countries,,1998,150278961181.64062
Lower-middle-income countries,,1999,156805206298.82812
Lower-middle-income countries,,2000,164327911376.95312
Lower-middle-income countries,,2001,167507385253.90625
Lower-middle-income countries,,2002,204496337890.625
Lower-middle-income countries,,2003,209081054687.5
Lower-middle-income countries,,2004,209078979492.1875
Lower-middle-income countries,,2005,215037094116.21094
Lower-middle-income countries,,2006,217362670898.4375
Lower-middle-income countries,,2007,215112991333.0078
Lower-middle-income countries,,2008,218106597900.39062
Lower-middle-income countries,,2009,217954864501.95312
Lower-middle-income countries,,2010,231607192993.16406
Lower-middle-income countries,,2011,233245849609.375
Lower-middle-income countries,,2012,236774047851.5625
Lower-middle-income countries,,2013,237477539062.5
Lower-middle-income countries,,2014,236935913085.9375
Lower-middle-income countries,,2015,237448593139.64844
Lower-middle-income countries,,2016,236146133422.85156
Lower-middle-income countries,,2017,233082763671.875
Lower-middle-income countries,,2018,232160888671.875
Lower-middle-income countries,,2019,233264587402.34375
Lower-middle-income countries,,2020,233103286743.16406
Malaysia,MYS,1980,1450250983.2382202
Malaysia,MYS,1981,1438964962.9592896
Malaysia,MYS,1982,1611389994.6212769
Malaysia,MYS,1983,1850903987.8845215
Malaysia,MYS,1984,1922381997.1084595
Malaysia,MYS,1985,1895421028.137207
Malaysia,MYS,1986,1822062015.5334473
Malaysia,MYS,1987,1832093954.0863037
Malaysia,MYS,1988,1914857983.5891724
Malaysia,MYS,1989,1845260977.7450562
Malaysia,MYS,1990,1909214973.449707
Malaysia,MYS,1991,3519978046.4172363
